1,"What is the meaning of life?""
2,"What is a skill you wish your partner would teach you?""
3,"What's your ideal setting for a deep, uninterrupted conversation?""
4,"What fictional couple do you think has the healthiest relationship and why?""
5,"What is one thing you’ve learned about yourself from a past relationship?""
6,"What is the meaning of life?""
7,"What is a skill you wish your partner would teach you?""
8,"What's your ideal setting for a deep, uninterrupted conversation?""
9,"What fictional couple do you think has the healthiest relationship and why?""
10,"What is one thing you've learned about yourself from a past relationship?""
11,"If we had a "couple's theme song," what would it be?""
12,"What does emotional safety mean to you in a relationship?""
13,"Describe a perfect lazy Sunday morning together.""
14,"What kind of legacy do you hope to build as a couple?""
15,"What quality in a person makes you immediately feel comfortable?""
16,"What is your most cherished memory of a date or special occasion?""
17,"How do you prefer to handle stress or disappointment when you are around others?""
18,"What is the sweetest non-monetary gift you have ever given or received?""
19,"What is one thing that you know you can always count on me for?""
20,"What is a small gesture of affection that means more than a grand one?""
21,"If suffering is necessary for growth, is true happiness detrimental to the soul?""
22,"Is an absolute truth knowable, or is all understanding subjective?""
23,"Does the pursuit of meaning inherently imply that life has no inherent meaning?""
24,"If you could remove one human emotion entirely, which would it be and why?""
25,"Is free will truly possible if every action is a result of prior causes and genetic code?""
26,"What is the difference between wisdom and intelligence?""
27,"If you had to define 'goodness' in a single sentence, what would it be?""
28,"Is the goal of technological progress to free us from labor, and if so, what do we do with that freedom?""
29,"What is the most important lesson you've learned from a book, movie, or piece of art?""
30,"Do humans create value, or do we simply discover the value that already exists?""
31,"Is it more important to be respected or to be liked?""
32,"What current societal norm do you find the most irrational?""
33,"You can save 100 strangers or one person you love. Which do you choose, and does your decision haunt you?""
34,"Would you rather live a long comfortable life or a short life with incredible highs and dangerous lows?""
35,"A genius develops a pill that cures sadness but removes joy. Would you take it?""
36,"Would you rather be able to speak every human language or speak perfectly with every animal?""
37,"You have the power to stop all war, but all music disappears forever. Do you accept the trade?""
38,"Would you rather know when you are going to die or how you are going to die?""
39,"You must commit one petty crime monthly to keep your house dry. What's the most harmless one?""
40,"Would you rather wear the same outfit every day or eat the same meal every day?""
41,"Would you rather have to whisper everything or shout everything?""
42,"You must give up your favorite hobby or your favorite food forever. Which one is easier to sacrifice?""
43,"If you were arrested with no explanation, what would your friends assume you did?""
44,"What movie title best describes your dating history?""
45,"What is the most ridiculous fear you have, even if you know it's irrational?""
46,"Which cartoon character's wardrobe would you happily adopt?""
47,"What's the best Wi-Fi network name you've ever seen?""
48,"If animals could talk, which one would be the rudest?""
49,"What product did you buy that was so terrible it was actually funny?""
50,"What piece of trivial knowledge do you possess that makes you strangely proud?""
51,"You have to teach a class but must lie constantly. What subject do you teach?""
52,"What is the dumbest thing you have ever argued about?""
53,"If you could only eat foods of one color for a year, which color would you choose?""
54,"What's a conspiracy theory you made up but secretly want to believe?""
55,"If your life had a theme song that played when you entered a room, what would it be?""
56,"What's the weirdest compliment you've ever received?""
57,"If you had to live in a sitcom universe, which one would you pick?""
58,"What's your most useless talent?""
59,"If you could rename any everyday object, what would you rename and to what?""
60,"What's the strangest food combination you genuinely enjoy?""
61,"If your pet could rate you as an owner, what star rating would you get?""
62,"What fictional character do you relate to on an embarrassing level?""
63,"What's a hill you're willing to die on that really doesn't matter?""
64,"If you could be any kitchen appliance, which one and why?""
65,"What's the worst fashion choice you've ever committed to?""
66,"If you had to be haunted by a ghost, which historical figure would you choose?""
67,"What emoji do you overuse the most?""
68,"If you could make one thing socially unacceptable, what would it be?""
69,"What's the most interesting thing in your browser history right now?""
70,"If your life was a genre of music, what would it be?""
71,"What's a skill you pretend to have but absolutely don't?""
72,"If you could only communicate in movie quotes for a day, would you survive?""
73,"What's the pettiest thing you've done that you're secretly proud of?""
74,"If you had to wear a hat every day for a year, what style would you choose?""
75,"What's your go-to karaoke song even if you can't sing?""
76,"If you could have any animal as a sidekick, which would be most practical?""
77,"What's the most embarrassing thing you've googled?""
78,"If you had to pick a new profession based purely on the outfit, what would it be?""
79,"What's your signature dance move?""
80,"If you could delete one app from existence, which would cause the most chaos?""
81,"What's the weirdest thing you've done when you thought nobody was watching?""
82,"If you had to live in a specific decade fashion-wise, which would you choose?""
83,"What's the most absurd thing you believed as a child?""
84,"If you could make one food zero calories, what would it be?""
85,"What's your most irrational pet peeve?""
86,"If you had to be famous for something embarrassing, what would you choose?""
87,"What's the strangest tradition your family has?""
88,"If you could only watch one genre of movies forever, which would it be?""
89,"What's the most pointless argument you've won?""
90,"If you had to have one sound effect follow you everywhere, what would it be?""
91,"What's your most controversial food opinion?""
92,"If you could bring back one discontinued snack or drink, what would it be?""
93,"What's the most ridiculous thing you've convinced someone to believe?""
94,"If you had to listen to one song on repeat for 24 hours, which would you choose?""
95,"What's the weirdest dream you remember having?""
96,"If you could eliminate one chore from existence, which would it be?""
97,"What's your spirit animal and why is it wrong?""
98,"If you had to eat one cuisine for the rest of your life, what would it be?""
99,"What's the most embarrassing thing in your camera roll?""
100,"If you could have dinner with any three people, dead or alive, who would you choose?""
101,"What's the strangest nickname you've ever had?""
102,"If you had to live without one of your five senses, which would you choose?""
103,"What's the most impulsive purchase you've ever made?""
104,"If you could instantly master any instrument, which would it be?""
105,"What's your go-to excuse to get out of plans?""
106,"If you had to be stuck in traffic or stuck in a waiting room, which is worse?""
107,"What's the most useless fact you know by heart?""
108,"If you could swap lives with someone for a day, who would it be?""
109,"What's the worst gift you've ever received but had to pretend to like?""
110,"If you had to give up cheese or chocolate forever, which would it be?""
111,"What's your most unpopular opinion about a popular movie or show?""
112,"If you could time travel but only to mundane moments, where would you go?""
113,"What's the most embarrassing thing you've said during a job interview?""
114,"If you had to be reincarnated as an inanimate object, what would you choose?""
115,"What's your weirdest habit that you think is totally normal?""
116,"If you could have any superpower but only while sleeping, what would it be?""
117,"What's the strangest thing you've ever witnessed in public?""
118,"If you had to pick a new first name for yourself, what would it be?""
119,"What's the most awkward encounter you've had with a celebrity or public figure?""
120,"If you could live in any video game world, which would you choose?""
121,"What's your most questionable life decision so far?""
122,"If you had to survive on only three foods for a month, what would they be?""
123,"What's the weirdest text you've sent to the wrong person?""
124,"If you could instantly become an expert in a boring subject, which would you pick?""
125,"What's your most embarrassing autocorrect fail?""
126,"If you had to fight one horse-sized duck or 100 duck-sized horses, which would you choose?""
127,"What's the strangest place you've ever fallen asleep?""
128,"If you could make one animal extinct (consequences ignored), which would it be?""
129,"What's your most ridiculous dealbreaker in a friendship?""
130,"If you had to wear one costume for an entire year, what would you choose?""
131,"What's the weirdest thing you're afraid of?""
132,"If you could add one rule to any sport, what would make it more entertaining?""
133,"What's your biggest first-world problem?""
134,"If you had to choose between never using social media or never watching TV, which is worse?""
135,"What's the most childish thing you still enjoy?""
136,"If you could make any fictional technology real, what would you choose?""
137,"What's the worst date you've ever been on?""
138,"If you had to live in a world without music or without movies, which would you pick?""
139,"What's your go-to party trick?""
140,"If you could instantly learn any language (including animal), which would it be?""
141,"What's the most ridiculous lie you told as a kid?""
142,"If you had to change your career to something completely different, what would you do?""
143,"What's the weirdest thing you've done for money?""
144,"If you could have any fictional vehicle, what would you choose?""
145,"What's your most unpopular opinion about food?""
146,"If you had to live without hot water or without air conditioning, which would you choose?""
147,"What's the most awkward thing you've done on a first date?""
148,"If you could be reincarnated as any person in history, who would you choose?""
149,"What's your most embarrassing childhood memory?""
150,"If you had to choose between invisibility or flying but only at walking speed, which would it be?""
151,"What's the strangest compliment you've given someone?""
152,"If you could make one animal the size of an elephant, which would be the funniest?""
153,"What's your most irrational fear about everyday situations?""
154,"If you had to be trapped in an elevator with one type of person, what type would you choose?""
155,"What's the weirdest gift you've given someone?""
156,"If you could eliminate one day of the week, which would cause the most chaos?""
157,"What's your secret talent that you never get to use?""
158,"If you had to live in a house made of one food, what would last the longest?""
159,"What's the most awkward thing you've overheard about yourself?""
160,"If you could make one annoying sound illegal, which would it be?""
161,"What's your most embarrassing moment at work or school?""
162,"If you had to have one song play every time you entered a room, what would it be?""
163,"What's the weirdest advice someone has given you that actually worked?""
164,"If you could create a new holiday, what would it celebrate?""
165,"What's your most controversial take on a classic movie?""
166,"If you had to lose one body part that's not vital, which would you choose?""
167,"What's the strangest thing you've kept for sentimental reasons?""
168,"If you could make everyone in the world believe one lie, what would it be?""
169,"What's your most embarrassing fashion phase?""
170,"If you had to be a side character in any movie, which one would you pick?""
171,"What's the weirdest thing you've seen someone do in public?""
172,"If you could change one thing about the English language, what would it be?""
173,"What's your most unpopular opinion about pizza?""
174,"If you had to eat one food that's not considered breakfast for breakfast forever, what is it?""
175,"What's the most awkward thing you've said to a stranger?""
176,"If you could make one mythical creature real, which would be the worst choice?""
177,"What's your most ridiculous guilty pleasure?""
178,"If you had to live without one piece of technology, what would be the hardest to give up?""
179,"What's the weirdest thing you've done because of peer pressure?""
180,"If you could have one useless superpower, what would be the most entertaining?""
181,"What's your most embarrassing misunderstanding of a common phrase?""
182,"If you had to be a teacher of one subject you know nothing about, what would it be?""
183,"What's the strangest thing you've found in your pocket or bag?""
184,"If you could make one mundane task a competitive sport, what would be the most fun?""
185,"What's your most irrational dealbreaker in dating?""
186,"If you had to survive a week with only items from a gas station, what's your strategy?""
187,"What's the weirdest thing you've learned from the internet?""
188,"If you could be allergic to one annoying thing to avoid it, what would it be?""
189,"What's your most embarrassing brain freeze moment?""
190,"If you had to pick one age to be forever, what age would you choose?""
191,"What's the strangest rumor you've heard about yourself?""
192,"If you could make one animal domesticated, which would be the best pet?""
193,"What's your most absurd hidden talent?""
194,"If you had to choose between always saying what you think or never speaking again, which is it?""
195,"What's the weirdest thing you've bought online at 2 AM?""
196,"If you could delete one trend from history, what would it be?""
197,"What's your most embarrassing moment in front of a crush?""
198,"If you had to be famous on the internet for one thing, what would you want it to be?""
199,"What's the strangest thing you've witnessed at a family gathering?""
200,"If you could make one food spicy that's normally not, what would be the funniest?""
201,"What's your most questionable middle school decision?""
202,"If you had to live without podcasts or without audiobooks, which would you choose?""
203,"What's the weirdest thing you've googled during a conversation?""
204,"If you could have one extinct animal as a pet, which would you choose?""
205,"What's your most embarrassing public speaking moment?""
206,"If you had to be trapped in one store overnight, which would you choose?""
207,"What's the strangest habit you picked up from someone else?""
208,"If you could make one movie genre real life, which would cause the most chaos?""
209,"What's your most ridiculous prediction that came true?""
210,"If you had to choose between teleportation or time travel with restrictions, which is better?""
211,"What's the weirdest thing in your refrigerator right now?""
212,"If you could bring back one fashion trend, which would you choose?""
213,"What's your most embarrassing moment at a party?""
214,"If you had to live in a world where one food was the currency, what should it be?""
215,"What's the strangest thing you believed was true for way too long?""
216,"If you could make one animal tiny enough to fit in your pocket, which would you choose?""
217,"What's your most awkward moment with a roommate or neighbor?""
218,"If you had to give up hot drinks or cold drinks forever, which would it be?""
219,"What's the weirdest thing you've done to impress someone?""
220,"If you could have any job for just one day, what would you try?""
221,"What's your most embarrassing typo in a professional setting?""
222,"If you had to be stuck in one season forever, which would you choose?""
223,"What's the strangest way you've made a friend?""
224,"If you could eliminate one common social situation, what would it be?""
225,"What's your most ridiculous self-imposed rule?""
226,"If you had to choose between living underwater or living in the sky, which would it be?""
227,"What's the weirdest thing you've seen on public transportation?""
228,"If you could make one activity an Olympic sport, what would you dominate in?""
229,"What's your most embarrassing karaoke performance?""
230,"If you had to live in a world with only one genre of music, which would you pick?""
231,"What's the strangest thing you've said while half asleep?""
232,"If you could have one mundane task done perfectly by magic, what would it be?""
233,"What's your most awkward run-in with an ex?""
234,"If you had to eat every meal at one restaurant chain forever, which would it be?""
235,"What's the weirdest thing someone has assumed about you?""
236,"If you could make one minor inconvenience disappear, what would improve your life most?""
237,"What's your most embarrassing photo that still exists?""
238,"If you had to choose between never eating dessert or never eating bread, which would it be?""
239,"What's the strangest thing you've collected?""
240,"If you could have any voice (real person's) as your inner monologue, whose would it be?""
241,"What's your most ridiculous recurring dream?""
242,"If you had to live without your phone or without your computer, which is worse?""
243,"What's the weirdest thing you've witnessed at a wedding?""
244,"If you could make one thing grow on trees, what would be the most useful?""
245,"What's your most embarrassing moment while exercising?""
246,"If you had to have one celebrity's wardrobe, whose would you choose?""
247,"What's the strangest thing you've done when bored?""
248,"If you could eliminate one traffic rule to cause chaos, which would it be?""
249,"What's your most awkward moment with your boss or teacher?""
250,"If you had to live in a tiny house or a mansion you can't furnish, which would you pick?""
251,"What's the weirdest thing you've bought at a thrift store?""
252,"If you could make one household item smart, what would be the most helpful?""
253,"What's your most embarrassing moment at the gym?""
254,"If you had to choose between no internet or no phone calls forever, which would it be?""
255,"What's the strangest thing you've done to avoid someone?""
256,"If you could have any animal's ability, which would be the most practical?""
257,"What's your most ridiculous impulse buy that you don't regret?""
258,"If you had to live in one room of your house forever, which would you choose?""
259,"What's the weirdest thing you've seen at a concert or show?""
260,"If you could make one vegetable taste like candy, which would help you the most?""
261,"What's your most embarrassing moment in a store?""
262,"If you had to give up either sweet or savory food, which would destroy you?""
263,"What's the strangest thing you've witnessed from your window?""
264,"If you could have coffee with any historical villain, who would you choose?""
265,"What's your most awkward moment at the doctor's office?""
266,"If you had to wear shoes from only one decade, which would you pick?""
267,"What's the weirdest thing you've done because of a dare?""
268,"If you could eliminate one type of weather, which would you choose?""
269,"What's your most embarrassing moment involving technology?""
270,"If you had to live without salt or without sugar, which would be worse?""
271,"What's the strangest thing you've won in a competition or raffle?""
272,"If you could have any robot assistant, what task would you assign it?""
273,"What's your most ridiculous reason for being late?""
274,"If you had to be stuck in one decade's technology forever, which would you choose?""
275,"What's the weirdest thing you've seen at the airport?""
276,"If you could make one common phrase literal, which would cause the most chaos?""
277,"What's your most embarrassing moment at a restaurant?""
278,"If you had to choose between only showers or only baths forever, which would it be?""
279,"What's the strangest thing you've inherited or been given?""
280,"If you could have any fictional weapon, which would you choose?""
281,"What's your most awkward moment during a phone call?""
282,"If you had to live in a world without one color, which would you eliminate?""
283,"What's the weirdest thing you've tried to cook?""
284,"If you could eliminate one sound from existence, what would bring the most peace?""
285,"What's your most embarrassing moment at a family dinner?""
286,"If you had to choose between living without music or living without art, which would it be?""
287,"What's the strangest thing you've seen at a coffee shop?""
288,"If you could make one animal safe to cuddle, which dangerous one would you choose?""
289,"What's your most ridiculous excuse that actually worked?""
290,"If you had to live in one fictional universe but as a background character, which would you pick?""
291,"What's the weirdest thing you've found while cleaning?""
292,"If you could have any historical figure's signature ability, whose would you choose?""
293,"What's your most embarrassing moment while traveling?""
294,"If you had to give up either streaming services or video games, which would hurt more?""
295,"What's the strangest thing you've overheard in a bathroom?""
296,"If you could make one appliance portable, which would change your life the most?""
297,"What's your most awkward encounter with someone famous adjacent?""
298,"If you had to wear one color for the rest of your life, which would you choose?""
299,"What's the weirdest thing you've seen at the beach?""
300,"If you could eliminate one type of small talk, which would you choose?""
301,"What's your most embarrassing moment involving a pet?""
302,"If you had to live without either breakfast or dinner, which would you choose?""
303,"What's the strangest thing you've seen in a hotel room?""
304,"If you could have any fictional technology but it only half works, what would you choose?""
305,"What's your most ridiculous injury and how did it happen?""
306,"If you had to be trapped in one TV show universe, which would have the best food?""
307,"What's the weirdest thing you've done for a good photo?""
308,"If you could make one chore fun, which would improve your life the most?""
309,"What's your most embarrassing moment at school or work?""
310,"If you had to choose between no coffee or no tea forever, which would be worse?""
311,"What's the strangest thing you've witnessed at a grocery store?""
312,"If you could have any animal's sleeping pattern, which would you choose?""
313,"What's your most awkward moment with in-laws or partner's friends?""
314,"If you had to live without doors or without windows, which would you choose?""
315,"What's the weirdest thing you've said in front of a large group?""
316,"If you could make one board game real life, which would be the most fun?""
317,"What's your most embarrassing wardrobe malfunction?""
318,"If you had to give up either books or TV shows forever, which would it be?""
319,"What's the strangest thing you've seen at the library?""
320,"If you could have any superpower but only for 10 minutes a day, what would you choose?""
321,"What's your most ridiculous high school memory?""
322,"If you had to live in a house with walls made of glass or no windows at all, which is worse?""
323,"What's the weirdest thing you've purchased from a vending machine?""
324,"If you could eliminate one step from any daily routine, what would save you the most time?""
325,"What's your most embarrassing moment during a video call?""
326,"If you had to choose between only eating hot food or only cold food, which would it be?""
327,"What's the strangest thing you've seen someone do at work?""
328,"If you could have any vehicle from any time period, what would you choose?""
329,"What's your most awkward moment at a bar or club?""
330,"If you had to live without elevators or without escalators, which would be harder?""
331,"What's the weirdest thing you've found in a book?""
332,"If you could make one person's laugh your default laugh, whose would you choose?""
333,"What's your most embarrassing autocomplete search suggestion?""
334,"If you had to give up either movies or music, which would devastate you more?""
335,"What's the strangest thing you've done to save money?""
336,"If you could have any fictional food be real, what would you want to taste?""
337,"What's your most ridiculous superstition?""
338,"If you had to live in a world where everyone could read your thoughts or no one could, which is worse?""
339,"What's the weirdest thing you've seen at a sporting event?""
340,"If you could eliminate one type of advertisement, which would improve life the most?""
341,"What's your most embarrassing moment at a sleepover or someone's house?""
342,"If you had to choose between no heating or no cooling in your home, which would be worse?""
343,"What's the strangest thing you've seen at the mall?""
344,"If you could have any fictional job, which would be the most fun?""
345,"What's your most awkward moment when meeting someone's parents?""
346,"If you had to live without mirrors or without photos of yourself, which would you choose?""
347,"What's the weirdest thing you've done in front of a mirror?""
348,"If you could make one conspiracy theory true, which would be the most entertaining?""
349,"What's your most embarrassing moment involving food?""
350,"If you had to give up either pizza or burgers forever, which is harder to lose?""
351,"What's the strangest thing you've received as a gift?""
352,"If you could have any cartoon character's abilities, whose would be the most useful?""
353,"What's your most ridiculous fear from childhood that you still kind of have?""
354,"If you had to live on a boat or live in an RV, which would you choose?""
355,"What's the weirdest thing you've done while sleepwalking or sleep talking?""
356,"If you could eliminate one common allergen so no one was allergic, which would help the most?""
357,"What's your most embarrassing moment at the movies?""
358,"If you had to choose between only wearing formal clothes or only pajamas, which would it be?""
359,"What's the strangest thing you've seen on someone's dating profile?""
360,"If you could have any extinct plant back, which would you choose?""
361,"What's your most awkward moment with a stranger in an elevator?""
362,"If you had to live without GPS or without autocorrect, which would you miss more?""
363,"What's the weirdest thing you've done to stay awake?""
364,"If you could make one boring activity exciting, what would you choose?""
365,"What's your most embarrassing moment involving miscommunication?""
366,"If you had to choose between only using spoons or only using forks, which would you pick?""
367,"What's the strangest thing you've seen written on a bathroom stall?""
368,"If you could have any video game item in real life, what would be the most useful?""
369,"What's your most ridiculous first impression of someone that was completely wrong?""
370,"If you had to live without chocolate or without coffee, which would be unbearable?""
371,"What's the weirdest thing you've done in the name of science or curiosity?""
372,"If you could make one animal the size of a hamster, which would be the best pet?""
373,"What's your most embarrassing moment with a delivery person or service worker?""
374,"If you had to choose between living without memes or living without GIFs, which is worse?""
375,"What's the strangest thing you've seen at a gym?""
376,"If you could have any job from the medieval era, which would be the least terrible?""
377,"What's your most awkward moment during a haircut?""
378,"If you had to live in a world where you could only whisper or only shout, which would you choose?""
379,"What's the weirdest thing you've tried as a food combination that worked?""
380,"If you could eliminate one basic human need, which would be most convenient?""
381,"What's your most embarrassing moment at church, temple, or any religious setting?""
382,"If you had to give up either hot showers or comfortable beds, which would you choose?""
383,"What's the strangest thing you've seen someone do in a car?""
384,"If you could have any magical creature as a pet, which would be the most practical?""
385,"What's your most ridiculous reason for not liking someone?""
386,"If you had to live in a treehouse or in a basement apartment, which would you choose?""
387,"What's the weirdest thing you've witnessed during a road trip?""
388,"If you could make one homework assignment illegal, what would students thank you for?""
389,"What's your most embarrassing moment at a job interview?""
390,"If you had to choose between only drinking water or only drinking milk, which would it be?""
391,"What's the strangest thing you've found in a parking lot?""
392,"If you could have any fictional map item, which would be the most useful?""
393,"What's your most awkward moment at a friend's wedding?""
394,"If you had to live without chairs or without tables, which would be more annoying?""
395,"What's the weirdest thing you've done to test if something works?""
396,"If you could eliminate one type of insect, which would improve life the most?""
397,"What's your most embarrassing moment on public transportation?""
398,"If you had to choose between flying but only 2 feet off the ground or super speed but only while hopping, which is better?""
399,"What's the strangest thing you've learned from a documentary?""
400,"If you could have any anime power in real life, which would you choose?""
401,"What's your most ridiculous childhood fear that makes no sense now?""
402,"If you had to live without one of your fingers, which would impact you the least?""
403,"What's the weirdest thing you've seen at a theme park?""
404,"If you could make one type of weather occur on command, which would be the most useful?""
405,"What's your most embarrassing moment while playing a sport?""
406,"If you had to choose between never being able to lie or always having to lie, which is worse?""
